adc_data,encrypted_data
 17625,-21430
 17630, 28227
 17635,  6749
 17640,-27036
 17645,  5698
 17650, -3263
 17655,-14454
 17660,-22887
 17665, 28881
 17670, 12952
 17675,-19727
 17680, 19328
 17685, 25923
 17690,   707
 17695, -9546
 17700, -5619
 17705,-10288
 17710,-31972
 17715, 11303
 17720,-21315
 17725, 28136
 17730,  8184
 17735,-29477
 17740, 10150
 17745,-24947
 17750,  1252
 17755,-11098
 17760,-29339
 17765,  8354
 17770,-22705
 17775, 29476
 17780, 15837
 17785,-19609
 17790, 21647
 17795, 25192
 17800,  7472
 17805,-32605
 17810, 12128
 17815,-22473
 17820, 25848
 17825,  3986
 17830, -7858
 17835, -8144
 17840, -7709
 17845, -7395
 17850, -6199
 17855, -4192
 17860, -9756
 17865, -4012
 17870,-15628
 17875,-25017
 17880,  2017
 17885,-10498
 17890,-32765
 17895, 11330
 17900,-20690
 17905, 25444
 17910,  4167
 17915, -1136
 17920, 12599
 17925,-16710
 17930, 19243
 17935, 23333
 17940,  1743
 17945,-10692
 17950,-29374
 17955,  6551
 17960,-28018
 17965,  2288
 17970, -5771
 17975,-11024
 17980,-32597
 17985, 11817
 17990,-20914
 17995, 28113
 18000,  9906
 18005,-28390
 18010,  4000
 18015, -7629
 18020, -7968
 18025, -6958
 18030, -4104
 18035, -9371
 18040, -2645
 18045,-13311
 18050,-27862
 18055,  2684
 18060, -4707
 18065, -8963
 18070,  -455
 18075,-14535
 18080,-23707
 18085, 26911
 18090, 11455
 18095,-21231
 18100, 25193
 18105,  5974
 18110, -3927
 18115,-16213
 18120,-25633
 18125, 31159
 18130,-13356
 18135,-26663
 18140,  4996
 18145, -1201
 18150, 15993
 18155,-20282
 18160, 22316
 18165, 24902
 18170,  7875
 18175,-32014
 18180, 11258
 18185,-19139
 18190, 24090
 18195, 28840
 18200, 15552
 18205,-18605
 18210, 23465
 18215, 30798
 18220,-13370
 18225,-27123
 18230,  4665
 18235, -1487
 18240, 16120
 18245,-19613
 18250, 21184
 18255, 26769
 18260, 11580
 18265,-21725
 18270, 25646
 18275,  2468
 18280, -6030
 18285,-11138
 18290,-32389
 18295, 11804
 18300,-21188
 18305, 24577
 18310,  4163
 18315,-31610
 18320, 10571
 18325,-20022
 18330, 22041
 18335, 24956
 18340,  4555
 18345,-30785
 18350, 13204
 18355,-18025
 18360, 17619
 18365, 16416
 18370, 22308
 18375, 25164
 18380,  5288
 18385,  -379
 18390,-14431
 18395,-24514
 18400, 27697
 18405,  9860
 18410,-24692
 18415,  4071
 18420, -6166
 18425, -5716
 18430,-11391
 18435,-29836
 18440,  9735
 18445,-17256
 18450, 23760
 18455, 26175
 18460, 11915
 18465,-21544
 18470, 31444
 18475, 14612
 18480,-19563
 18485, 20440
 18490, 22956
 18495, 28455
 18500,  7851
 18505,-30338
 18510, 14947
 18515,-18964
 18520, 19525
 18525, 16757
 18530, 23605
 18535, 25940
 18540, 11286
 18545,-26828
 18550, 29681
 18555,-13255
 18560,-22409
 18565, 28903
 18570, 13761
 18575,-23263
 18580, 27094
 18585,   374
 18590, -4903
 18595, -4502
 18600, -5486
 18605, -7468
 18610,-11471
 18615,  -507
 18620,-12814
 18625,-26663
 18630, 29467
 18635,-12852
 18640,-26814
 18645, 29218
 18650,-13358
 18655,-21535
 18660, 31919
 18665, 15577
 18670,-18727
 18675, 19404
 18680, 20431
 18685, 22775
 18690, 27311
 18695,  1611
 18700, -1743
 18705,-10223
 18710,-32571
 18715, 11108
 18720,-27702
 18725,  2636
 18730, -8979
 18735,-30718
 18740, 15107
 18745,-19226
 18750, 19175
 18755, 16847
 18760, 23486
 18765, 25443
 18770,  5352
 18775,-26348
 18780,  8091
 18785,-30273
 18790, 15276
 18795,-18820
 18800, 18646
 18805, 19167
 18810, 16726
 18815, 23385
 18820, 25044
 18825,  4127
 18830,-29038
 18835, 12025
 18840,-21419
 18845, 26165
 18850,  8265
 18855,-23818
 18860, 27705
 18865,  6714
 18870, -4065
 18875, 13911
 18880,-24294
 18885, 25552
 18890,  5190
 18895,-31192
 18900,  7847
 18905,-29818
 18910, 14814
 18915,-20215
 18920, 17669
 18925, 21843
 18930, 30254
 18935,-15337
 18940,-31090
 18945,  4681
 18950,-29127
 18955,  9896
 18960,-17543
 18965, 20634
 18970, 28944
 18975,-14043
 18980,-22273
 18985, 32479
 18990, 16273
 18995,-20120
 19000, 16962
 19005, 22759
 19010, 25505
 19015,  5978
 19020,-31574
 19025,  4881
 19030,-29685
 19035,  8855
 19040,-23927
 19045, 25490
 19050,  5935
 19055,-31447
 19060,  4835
 19065,-29017
 19070,  8700
 19075,-23445
 19080, 21914
 19085,  3968
 19090,-11287
 19095, -3843
 19100, 13335
 19105,-24114
 19110, 28621
 19115,  6531
 19120, -3468
 19125,-13512
 19130,-20646
 19135, 26051
 19140,  9027
 19145,-24509
 19150, 28097
 19155,  7192
 19160,-30158
 19165, 14434
 19170,-19430
 19175, 19259
 19180, 20175
 19185, 17355
 19190, 24187
 19195, 26454
 19200, 11905
 19205,-21867
 19210, 31828
 19215, 12297
 19220,-17705
 19225, 21240
 19230, 29332
 19235, 13554
 19240,-24032
 19245, 25327
 19250,  6128
 19255,-31470
 19260,  4498
 19265,-32064
 19270, 10320
 19275,-26768
 19280,  2643
 19285, -9427
 19290,-32356
 19295, 11162
 19300,-25496
 19305,   284
 19310, -4592
 19315, -4111
 19320, -4818
 19325, -6025
 19330, -7543
 19335,-10855
 19340, -1416
 19345,-14723
 19350,-31493
 19355,  5057
 19360,-28675
 19365, 10178
 19370,-17599
 19375, 20675
 19380, 30542
 19385,-13259
 19390,-28496
 19395,  2278
 19400, -8464
 19405,-30233
 19410, 15281
 19415,-19944
 19420, 16539
 19425, 21221
 19430, 31868
 19435, 12386
 19440,-17628
 19445, 20585
 19450, 30370
 19455,-15450
 19460,-27254
 19465,  2542
 19470,-10408
 19475, -1250
 19480,-14146
 19485,-21422
 19490, 30138
 19495, 13267
 19500,-23322
 19505, 26121
 19510,  4585
 19515,-25425
 19520,  6776
 19525, -3109
 19530, 14671
 19535,-20238
 19540, 18878
 19545, 16759
 19550, 20753
 19555,  3395
 19560, -9008
 19565,-31178
 19570, 11761
 19575,-27450
 19580,  2826
 19585,-11698
 19590,  -965
 19595, -9069
 19600,-30747
 19605,  4891
 19610,-26428
 19615,   969
 19620,  -800
 19625, -9134
 19630,-31368
 19635, 11973
 19640,-27023
 19645,  3863
 19650, -9572
 19655,-29503
 19660, 14488
 19665,-20191
 19670, 20329
 19675, 17544
 19680, 24168
 19685, 26073
 19690,  5958
 19695,-30881
 19700,  5092
 19705,-24644
 19710,  7599
 19715, -1601
 19720,-14893
 19725,-27236
 19730,  2725
 19735,-11701
 19740, -7520
 19745, -9013
 19750,-31486
 19755, 10413
 19760,-21335
 19765, 31346
 19770, 14315
 19775,-16619
 19780, 21612
 19785, 31398
 19790, 12545
 19795,-24011
 19800, 21371
 19805,  4001
 19810, -9795
 19815,-28768
 19820,  8764
 19825,-17873
 19830, 17102
 19835, 28568
 19840,    14
 19845, -7714
 19850,-10864
 19855, -3732
 19860, 14227
 19865,-16884
 19870, 23301
 19875, 32657
 19880,  8746
 19885,-17810
 19890, 17221
 19895, 27898
 19900,  1977
 19905, -5697
 19910, -5201
 19915, -4308
 19920, -7015
 19925,-12175
 19930,  -248
 19935,-15985
 19940,-24646
 19945,  7955
 19950, -2675
 19955,-12340
 19960,-22191
 19965, 31815
 19970,  8335
 19975,-17500
 19980, 23773
 19985, 26571
 19990,  4890
 19995,-32552
 20000,  6054
 20005,-30506
 20010, 10651
 20015,-22459
 20020, 24763
 20025, 10571
 20030,-21548
 20035, 24866
 20040,  9988
 20045,-22599
 20050, 26178
 20055,  5973
 20060,-29798
 20065, 10171
 20070,-23209
 20075, 27578
 20080,  6771
 20085, -2878
 20090, 13191
 20095,-24045
 20100, 27925
 20105,   395
 20110, -7913
 20115, -9038
 20120,-30379
 20125, 10423
 20130,-21088
 20135, 31263
 20140, 15235
 20145,-19759
 20150, 18473
 20155, 16399
 20160, 28267
 20165,  1631
 20170, -4197
 20175, -7442
 20180,-10582
 20185, -3352
 20190, 13726
 20195,-16452
 20200, 21626
 20205, 30180
 20210,-12862
 20215,-21480
 20220, 31268
 20225, 14959
 20230,-19201
 20235, 18525
 20240, 24407
 20245, 27445
 20250,  8028
 20255,  -646
 20260,-15817
 20265,-24624
 20270,  6743
 20275, -3392
 20280, 14119
 20285,-18371
 20290, 24351
 20295, 27418
 20300,  8066
 20305,  -832
 20310,-14938
 20315,-25727
 20320,   284
 20325, -7928
 20330, -9423
 20335,-29476
 20340,  8916
 20345,-17178
 20350, 23039
 20355, 32136
 20360,  8370
 20365,-18265
 20370, 24457
 20375, 27737
 20380,    12
 20385,  -153
 20390, -8279
 20395,-31697
 20400,  4317
 20405,-25691
 20410,    91
 20415,  -460
 20420,-16020
 20425,-32300
 20430,  5490
 20435,-31113
 20440, 11527
 20445,-27552
 20450,  3596
 20455, -8851
 20460,-30484
 20465, 10330
 20470,-22118
 20475, 24948
 20480, 14207
 20485,-18959
 20490, 32597
 20495, 14667
 20500,-17928
 20505, 30781
 20510,  2338
 20515,-27030
 20520, 14543
 20525,-18121
 20530, 31121
 20535,  3254
 20540,-25184
 20545,  3034
 20550,-25642
 20555,  3868
 20560,-31857
 20565,   110
 20570, -7658
 20575, -8935
 20580,-32517
 20585,  1601
 20590, -4330
 20595,  9519
 20600,-21394
 20605, 22370
 20610, 24415
 20615, 29642
 20620,  7921
 20625,  -259
 20630,-15164
 20635,-27819
 20640, 15837
 20645,-23565
 20650, 18343
 20655, 25488
 20660,  8540
 20665,-21099
 20670, 21914
 20675, 23460
 20680, 18837
 20685, 26770
 20690, 11677
 20695,-17074
 20700, 29098
 20705,  6836
 20710, -2619
 20715, -2601
 20720, -2566
 20725, -2662
 20730, -2985
 20735, -2307
 20740, -3425
 20745, -2312
 20750, -3824
 20755,  -187
 20760,-15008
 20765,-28009
 20770, 15554
 20775,-23291
 20780, 17585
 20785, 24886
 20790, 15242
 20795,-17399
 20800, 29561
 20805,  7503
 20810, -1606
 20815,-12544
 20820, -7997
 20825, -8237
 20830,-24810
 20835,  2830
 20840,-26218
 20845, 13665
 20850,-28887
 20855, 27730
 20860,-10607
 20865,-29759
 20870,  5416
 20875,-14061
 20880, -4718
 20885, 10754
 20890,-24277
 20895, 19012
 20900, 27725
 20905,-10189
 20910,-31003
 20915,  7095
 20920, -2617
 20925, -2079
 20930, -3280
 20935, -1820
 20940,-13268
 20945, -7248
 20950, -9022
 20955,-32473
 20960,  1172
 20965, -5116
 20970, 10713
 20975,-22779
 20980, 16753
 20985, 30028
 20990,   109
 20995, -6332
 21000,-10798
 21005,-30601
 21010,  5670
 21015,-14968
 21020, -4140
 21025, 10827
 21030,-23379
 21035, 17181
 21040, 29818
 21045,  1824
 21050, -4320
 21055, 11152
 21060,-22913
 21065, 18211
 21070, 32223
 21075, 15340
 21080,-18261
 21085, 29726
 21090,  1902
 21095, -4452
 21100, 11199
 21105,-24177
 21110, 18339
 21115, 25332
 21120, 14703
 21125,-17068
 21130, 20451
 21135,  5086
 21140,-15433
 21145,-25845
 21150, 12386
 21155,-30377
 21160,  4911
 21165,-15555
 21170,-25985
 21175, 14054
 21180,-29604
 21185, 28415
 21190,-10470
 21195,-29477
 21200, 28523
 21205, -9225
 21210,-30007
 21215,  6726
 21220, -3138
 21225,  -264
 21230,-13708
 21235, -5883
 21240, 10575
 21245,-23949
 21250, 20251
 21255, 28019
 21260, -9787
 21265,-31219
 21270,  7909
 21275,  -467
 21280,-14933
 21285, -4975
 21290, 10176
 21295,-20543
 21300, 22191
 21305, 24395
 21310, 18589
 21315, 28197
 21320, -9417
 21325,-30196
 21330,  5408
 21335,-12326
 21340, -6268
 21345, -9271
 21350,-29797
 21355,  5508
 21360,-12581
 21365, -7751
 21370, -8403
 21375,-32453
 21380,   173
 21385, -5312
 21390,-11529
 21395,-19047
 21400, 31915
 21405, 15217
 21410,-17777
 21415, 31451
 21420,  3988
 21425,-24750
 21430,  3934
 21435,-25139
 21440,  2521
 21445,-25610
 21450, 14012
 21455,-19777
 21460, 25664
 21465, 10328
 21470,-23758
 21475, 18574
 21480, 28438
 21485,-11166
 21490,-30453
 21495,  4260
 21500,-14744
 21505,-27269
 21510,  9641
 21515,-22360
 21520, 21005
 21525, 22914
 21530, 18985
 21535,  5898
 21540,-16069
 21545,-27018
 21550,  9253
 21555,-21308
 21560, 22780
 21565, 18515
 21570, 27490
 21575,-10232
 21580,-31201
 21585,  1886
 21590, -4913
 21595,-10876
 21600,-20171
 21605, 25629
 21610, 16341
 21615,-17652
 21620, 19022
 21625,  5971
 21630,-16068
 21635,-26991
 21640,  9232
 21645,-20813
 21650, 24296
 21655, 17363
 21660, 26400
 21665,  9822
 21670,-21719
 21675, 21614
 21680, 21762
 21685, 22386
 21690, 23774
 21695, 17938
 21700, 32066
 21705,  2181
 21710,-26153
 21715,  2133
 21720,-26304
 21725,  3955
 21730,-24749
 21735,  3059
 21740,-30815
 21745,  1471
 21750, -8107
 21755, -8720
 21760,-29361
 21765,  7460
 21770, -2746
 21775, -1268
 21780,-16379
 21785,-26758
 21790,  9502
 21795,-21044
 21800, 23037
 21805, 18853
 21810, 27221
 21815, -9763
 21820,-31731
 21825,    92
 21830, -6047
 21835, 11456
 21840,-24275
 21845, 16823
 21850, 31540
 21855, 12915
 21860,-20448
 21865, 26098
 21870, 14690
 21875,-23189
 21880, 18840
 21885,  5468
 21890, -9466
 21895,-25647
 21900,  4038
 21905,-25284
 21910, 12548
 21915,-29972
 21920, 28299
 21925,-10530
 21930,-18484
 21935, 24703
 21940,  8737
 21945,-21066
 21950, 23516
 21955, 18997
 21960,  4809
 21965,-14324
 21970, -6328
 21975, -9875
 21980,-31680
 21985,   437
 21990, -4465
 21995, 10577
 22000,-17574
 22005, 19069
 22010,  5100
 22015,-12739
 22020, -8116
 22025,-12278
 22030,-29753
 22035, 26670
 22040, -9148
 22045,-31753
 22050,  6824
 22055,  -970
 22060,-13806
 22065, -7344
 22070,-11878
 22075,-29451
 22080,  5595
 22085,-16262
 22090,-27123
 22095,  9628
 22100,-22396
 22105, 21616
 22110, 21143
 22115, 23756
 22120, 16850
 22125, 25308
 22130,  9070
 22135,-21773
 22140, 20513
 22145, 22696
 22150, 18928
 22155,  4966
 22160,-12811
 22165, -8066
 22170,-11700
 22175,-30347
 22180, 27898
 22185,-10470
 22190,-19706
 22195, 31066
 22200, 15567
 22205,-17878
 22210, 30095
 22215,  6327
 22220, -1918
 22225,-15783
 22230,-27205
 22235, 14590
 22240,-24018
 22245, 17082
 22250, 31653
 22255, 12890
 22260,-30406
 22265, 27760
 22270,-11038
 22275,-19484
 22280, 26177
 22285, 14989
 22290,-23481
 22295, 16400
 22300, 25657
 22305,  9868
 22310,-21575
 22315, 20737
 22320, 23174
 22325, 18759
 22330,  5278
 22335,-16024
 22340,-26796
 22345,  9083
 22350,-22169
 22355, 21518
 22360, 20527
 22365, 18379
 22370, 29625
 22375,  1676
 22380, -7826
 22385,-11790
 22390,-29795
 22395, 26809
 22400, -9678
 22405,-26539
 22410,    22
 22415,-27330
 22420, 14570
 22425,-24495
 22430, 22888
 22435, 30359
 22440,  7788
 22445, -2995
 22450, -3901
 22455, -2373
 22460, -1256
 22465,-16307
 22470, -5594
 22475, 12287
 22480,-24263
 22485, 18268
 22490, 29546
 22495,  1616
 22500, -7470
 22505,-12266
 22510,-29237
 22515,  4909
 22520,-12545
 22525, -4918
 22530,  9493
 22535,-18929
 22540, 30891
 22545,  4238
 22550, -1669
 22555, -3090
 22560,-16146
 22565, -7245
 22570,  9284
 22575,-18657
 22580, 18086
 22585,  7127
 22590,-12600
 22595, -6478
 22600, 11788
 22605,-24025
 22610, 21111
 22615, 20178
 22620, 27229
 22625, 14151
 22630,-20838
 22635, 18446
 22640, 31752
 22645,  2421
 22650, -4995
 22655,-11692
 22660,-29006
 22665,  4981
 22670, -4015
 22675,-14597
 22680, -5656
 22685,-10677
 22690,-27286
 22695,  1005
 22700,-28048
 22705, 14374
 22710,-29153
 22715,  5012
 22720,   -48
 22725, -1666
 22730, -3165
 22735,-16115
 22740, -7873
 22745, 10172
 22750,-20213
 22755, 28836
 22760,   367
 22765,-25069
 22770, 16210
 22775,-16707
 22780, 30275
 22785, 16099
 22790,-16427
 22795, 29891
 22800, 15520
 22805,-18208
 22810, 28546
 22815,  8271
 22820,-21041
 22825, 19720
 22830, 30104
 22835, 14954
 22840,-31233
 22845,  6453
 22850,-10490
 22855,-26742
 22860,    53
 22865,-24704
 22870, 16036
 22875,-16472
 22880, 29924
 22885, 15439
 22890,-18006
 22895, 25008
 22900, 10000
 22905,-19753
 22910, 32130
 22915,  2997
 22920, -4302
 22925, -9039
 22930,-31060
 22935, 25116
 22940, -8755
 22945,-18057
 22950, 24843
 22955,  9301
 22960,-18987
 22965, 31258
 22970,  5874
 22975, -5742
 22980,-14100
 22985,-28595
 22990, 15046
 22995,-31285
 23000,  6301
 23005,-14121
 23010,-28588
 23015, 15193
 23020,-32123
 23025,  7031
 23030,-13781
 23035,-25237
 23040, 13854
 23045,-21952
 23050, 18073
 23055, 25994
 23060,-10433
 23065,-30000
 23070,  4038
 23075, -6938
 23080, 11449
 23085,-23607
 23090, 20779
 23095, 17047
 23100, 27778
 23105,  9196
 23110,-20869
 23115, 20264
 23120, 30167
 23125, 13258
 23130,-20251
 23135, 31991
 23140,  3978
 23145, -7020
 23150, 11352
 23155,-24332
 23160, 21379
 23165, 19548
 23170, 27553
 23175, 14258
 23180,-22496
 23185, 17067
 23190, 28486
 23195, 11520
 23200,-21165
 23205, 21512
 23210, 31283
 23215,  4822
 23220, -1098
 23225, -2557
 23230,-12834
 23235, -6920
 23240, 11613
 23245,-23862
 23250, 21676
 23255, 31459
 23260,  7493
 23265,-14855
 23270, -5420
 23275,-13318
 23280,-27826
 23285, 14431
 23290,-32321
 23295,  6196
 23300,-12446
 23305,-26457
 23310, 13987
 23315,-22366
 23320, 19837
 23325, 27347
 23330, 13704
 23335,-20794
 23340, 18759
 23345, 29658
 23350,   475
 23355,-28382
 23360, 14660
 23365,-32106
 23370,  7716
 23375,-16120
 23380, -7256
 23385, -9661
 23390,-16923
 23395, 30362
 23400, 15693
 23405,-18017
 23410, 28583
 23415, 11796
 23420,-22660
 23425, 23751
 23430, 19365
 23435, 30810
 23440,  5134
 23445, -5255
 23450,-11180
 23455,-28569
 23460,  1335
 23465,-30336
 23470,  2291
 23475, -7433
 23480, -9439
 23485,-17386
 23490, 30709
 23495, 14720
 23500,-32343
 23505,  8078
 23510,-13266
 23515, -6414
 23520,  8808
 23525,-20578
 23530, 20249
 23535, 30056
 23540, 15517
 23545,-16839
 23550, 29760
 23555, 13848
 23560,-18483
 23565, 30927
 23570,  3519
 23575, -5738
 23580, -9363
 23585,-30960
 23590,  7877
 23595,-14196
 23600,-24809
 23605, 12945
 23610,-22041
 23615, 20058
 23620, 29866
 23625,  1722
 23630,-27048
 23635, 15955
 23640,-31334
 23645,  6615
 23650,-14612
 23655, -7147
 23660, -8579
 23665,-18299
 23670, 27987
 23675, 12609
 23680,-20932
 23685, 17555
 23690, 26881
 23695, 10876
 23700,-23114
 23705, 20717
 23710, 18239
 23715, 25026
 23720,-11059
 23725,-31278
 23730,  6847
 23735,-14563
 23740, -5421
 23745, -9976
 23750,-32001
 23755, 24997
 23760,-11169
 23765,-31239
 23770,  6728
 23775,-16378
 23780, -5969
 23785,-10934
 23790,-29730
 23795,  5825
 23800, -2022
 23805, -1705
 23810, -1732
 23815, -1060
 23820,  -237
 23825, -2127
 23830,-14816
 23835, -5540
 23840, -9966
 23845,-17352
 23850, 25870
 23855,  8676
 23860,-19531
 23865, 17137
 23870,  7063
 23875,-16309
 23880, -4418
 23885,-10375
 23890,-29828
 23895,  4445
 23900, -2649
 23905,-15530
 23910, -4953
 23915,-11483
 23920,-27711
 23925,  1240
 23930,-26056
 23935, 14935
 23940,-18248
 23945, 27945
 23950, 12677
 23955,-21112
 23960, 16764
 23965,  7593
 23970,-11514
 23975,-27727
 23980,  1821
 23985,-27593
 23990, 16059
 23995,-32347
 24000,  7413
 24005,-13024
 24010,-26683
 24015, 16338
 24020,-30758
 24025,  6439
 24030,-15226
 24035, -6334
 24040,  9154
 24045,-19993
 24050, 31153
 24055,  3437
 24060, -4377
 24065,-10812
 24070,-29352
 24075,  3883
 24080, -5549
 24085,-10325
 24090,-30441
 24095,  5219
 24100, -1107
 24105, -1452
 24110, -1979
 24115,  -802
 24120, -2298
 24125,-15486
 24130, -4889
 24135,-11548
 24140,-28788
 24145,  2639
 24150, -6979
 24155,  9160
 24160,-19633
 24165, 31830
 24170,  4704
 24175, -2415
 24180,-16305
 24185, -4170
 24190,-12198
 24195,-28280
 24200,  1925
 24205,-25746
 24210, 14134
 24215,-19369
 24220, 30774
 24225,  2889
 24230, -8117
 24235, 10486
 24240,-23424
 24245, 21538
 24250, 18739
 24255, 27384
 24260, 10981
 24265,-24439
 24270, 24039
 24275, 22998
 24280, 20810
 24285, 31810
 24290,  4623
 24295, -3054
 24300,-15238
 24305, -6506
 24310, -9008
 24315,-17874
 24320, 28270
 24325, 13016
 24330,-21716
 24335, 19085
 24340, 28883
 24345, 13618
 24350,-19205
 24355, 31651
 24360,  3640
 24365, -5361
 24370,-10538
 24375,-30324
 24380,  5174
 24385, -1654
 24390,  -646
 24395, -2754
 24400,-15137
 24405, -5696
 24410, -9692
 24415,-32280
 24420, 25581
 24425, -9758
 24430,-31814
 24435, 24705
 24440,-11925
 24445,-28592
 24450,  1864
 24455,-25904
 24460, 13600
 24465,-19815
 24470, 32224
 24475,  4867
 24480, -2672
 24485,-15445
 24490, -5608
 24495,-10062
 24500,-31621
 24505,  7807
 24510,-12912
 24515,-26525
 24520, 14770
 24525,-17284
 24530, 27817
 24535, 11697
 24540,-24094
 24545, 23770
 24550, 22725
 24555, 20528
 24560, 31950
 24565,  4517
 24570, -3598
 24575,-13577
 24580,-23944
 24585,  4057
 24590,-26510
 24595, 28081
 24600, 32345
 24605,  9007
 24610, -2698
 24615,-24098
 24620,  4327
 24625,-25961
 24630, 27008
 24635, 30122
 24640, 20389
 24645,  2608
 24650,-29477
 24655, 17181
 24660, 11819
 24665,-12767
 24670, -2967
 24675,-23654
 24680,  3397
 24685,-27916
 24690, 30767
 24695, 22099
 24700,  6188
 24705,-27085
 24710, 28783
 24715, 17694
 24720, 13078
 24725, -9978
 24730, -8044
 24735,-30710
 24740, 18995
 24745, 15877
 24750,-19767
 24755, 12895
 24760, -9997
 24765, -7451
 24770,-31561
 24775, 21204
 24780,  3971
 24785,-26738
 24790, 28538
 24795, 16902
 24800, 11679
 24805,-13089
 24810, -1884
 24815, -9105
 24820,  6721
 24825,-27986
 24830, 30756
 24835, 22077
 24840,  7104
 24845,-27850
 24850, 30739
 24855, 22149
 24860,  6752
 24865,-28218
 24870, 31320
 24875, 23604
 24880, -6425
 24885,-17596
 24890,  9591
 24895, -2316
 24900, -9157
 24905,  6567
 24910,-27433
 24915, 29623
 24920, 18594
 24925, 15382
 24930,-20934
 24935, 14614
 24940,-23068
 24945,  3431
 24950,-28352
 24955, 32204
 24960, 24145
 24965, -5027
 24970,-20992
 24975, 14745
 24980,-24026
 24985,  3131
 24990,-28105
 24995, 30664
 25000, 20600
 25005,  3870
 25010,-26702
 25015, 29586
 25020, 18915
 25025, 14455
 25030,-22883
 25035,  1843
 25040,-31477
 25045, 20616
 25050,  3172
 25055,-28155
 25060, 30707
 25065, 20735
 25070,  3323
 25075,-27758
 25080, 31039
 25085, 22254
 25090,  6247
 25095,-28443
 25100, 30168
 25105, 22250
 25110,  6053
 25115,-26272
 25120, 27153
 25125, 28691
 25130, 19026
 25135, 15297
 25140,-23068
 25145,  1053
 25150,-32565
 25155, 22153
 25160,  5915
 25165,-24987
 25170, 25762
 25175, 27957
 25180, 16508
 25185, 10673
 25190,-13801
 25195,  -676
 25200,-12915
 25205, -3319
 25210,-21865
 25215,  1631
 25220,-17395
 25225, 24154
 25230, -6737
 25235,-18083
 25240,  9043
 25245, -3925
 25250,-23233
 25255,  1067
 25260,-32437
 25265, 20910
 25270,  4904
 25275,-24886
 25280, 25786
 25285, 27814
 25290, 32048
 25295,  9673
 25300,  -244
 25305,-12128
 25310, -4563
 25315,-19515
 25320, 14275
 25325, -8286
 25330,  7095
 25335,-27125
 25340, 30452
 25345, 20363
 25350,   507
 25355,-18190
 25360,  8806
 25365, -3479
 25370,-21506
 25375,  1835
 25380,-17021
 25385, 24460
 25390, -6680
 25395,-16547
 25400,  9110
 25405, -4980
 25410,-20617
 25415, 15716
 25420,-19856
 25425, 13914
 25430, -8283
 25435,  6836
 25440,-28510
 25445, 29997
 25450, 21219
 25455,  3453
 25460,-26652
 25465, 30654
 25470, 19796
 25475,  1311
 25480,-30840
 25485, 20839
 25490,  4789
 25495,-26388
 25500, 27559
 25505, 29165
 25510, 19215
 25515, 14841
 25520,-21758
 25525,  1850
 25530,-17204
 25535, 22687
 25540, -8028
 25545,-32419
 25550, 22202
 25555,  5406
 25560,-25951
 25565, 26628
 25570, 31157
 25575, 22884
 25580, -7698
 25585,-30999
 25590, 21265
 25595,  3928
 25600,-27291
 25605, 32398
 25610, 24309
 25615, -6371
 25620,-30916
 25625, 20583
 25630,  4278
 25635,-26243
 25640, 24804
 25645, 28289
 25650, 29577
 25655, 20619
 25660,  4365
 25665,-26583
 25670, 25293
 25675, 27334
 25680, 17422
 25685,  9143
 25690, -1053
 25695,-13488
 25700, -2228
 25705,-24180
 25710,  3533
 25715,-29006
 25720, 17113
 25725, 12706
 25730, -9638
 25735,  4863
 25740,-24955
 25745, 28229
 25750, 31887
 25755, 20761
 25760,  4679
 25765,-25111
 25770, 26754
 25775, 32680
 25780, 22701
 25785, -7880
 25790,-17905
 25795, 22607
 25800, -7611
 25805,-18411
 25810, 23357
 25815, -5426
 25820,-21561
 25825, 15362
 25830,-24219
 25835,  3760
 25840,-30545
 25845, 18265
 25850, 11196
 25855,-11044
 25860, -3020
 25865,-21383
 25870,  1599
 25875,-18052
 25880,  9657
 25885, -5447
 25890,-22168
 25895, 15138
 25900,-18998
 25905, 12446
 25910, -9383
 25915,  4613
 25920,-25120
 25925, 26664
 25930, 30864
 25935, 10006
 25940, -2527
 25945,-24574
 25950,  4040
 25955,-30284
 25960, 18363
 25965, 10243
 25970,-13970
 25975,  -513
 25980, -9875
 25985,  7693
 25990,-27309
 25995, 32274
 26000, 22721
 26005, -4645
 26010,-17408
 26015,  8269
 26020,  -379
 26025,-11573
 26030, -7774
 26035,-31509
 26040, 21001
 26045,  7795
 26050,-27234
 26055, 31146
 26060, 23273
 26065, -5754
 26070,-18538
 26075, 14075
 26080, -8868
 26085, -7044
 26090,-32714
 26095, 19055
 26100,  3185
 26105,-28790
 26110, 17117
 26115, 12541
 26120,-22702
 26125,  6119
 26130,-25806
 26135, 25380
 26140, 28054
 26145, 32647
 26150, 24280
 26155,  6284
 26160,-29411
 26165, 17377
 26170, 12839
 26175, -8995
 26180,  7137
 26185,-29873
 26190, 17613
 26195, 10985
 26200,-13090
 26205,  -713
 26210,-12158
 26215, -7525
 26220,-17976
 26225, 23723
 26230, -6983
 26235,-31250
 26240, 21807
 26245,  5203
 26250,-26187
 26255, 26588
 26260, 25698
 26265, 24580
 26270, 26663
 26275, 17948
 26280, 11885
 26285,-14566
 26290,-12842
 26295,  -154
 26300, -8321
 26305,  6520
 26310,-28678
 26315, 20388
 26320, 15049
 26325,-21903
 26330, 15293
 26335,-22203
 26340, 12567
 26345,-23139
 26350,  2289
 26355,-28082
 26360, 29314
 26365, 19318
 26370,   563
 26375,-30747
